"Pt-0","true","12.146875859905045","21.070965480405665","9.015426617970443","18.397966814651667","21.0692448902418","11.259771857701253"
"Pt-1","true","10.542723967193595","16.401927492228918","8.54209859157266","17.336885851759092","16.342343873492943","11.26920263310401"
"Pt-2","true","14.590081997462567","7.945492002426763","7.919443640937744","22.544901750496273","9.15147692146316","11.334491406094847"
"Pt-3","true","23.94954457555805","9.48668921024615","7.8316500867832755","31.473887783531055","12.588576147568599","11.110332760914057"
"Pt-4","true","26.589461798450948","12.902135868472975","8.51994888785583","33.52867536435495","16.361913341445224","11.110332760914059"
"Pt-5","true","14.712178409662208","17.933451134375655","2.705314961316889","21.76269033392586","18.630097972207466","4.2399846739037"
"Pt-6","false","16.067896893773913","19.067723867805846","2.156133294856889","20.498640975381974","19.843120240899378","3.9123433394612057"
"Pt-7","true","19.320065975153096","15.948983411151538","7.921930975897527","25.844738104482843","17.522995467510416","10.259705653846042"
"Pt-8","true","15.286503323334491","9.839276215029578","6.050907009142259","22.853459449504957","11.635804171154742","9.63139449740394"
"Pt-9","true","7.664898568107423","14.7123553285752","5.126001347805882","15.514387046871539","14.69423386430981","7.795937083338562"
"Pt-10","true","6.688240591073197","17.47235741965931","5.5092923058782794","14.288523267234314","16.914099815568445","7.876522557318766"
"Pt-11","true","10.246453068730874","25.39342856755496","8.869618854447728","15.99302864426082","24.78446988406667","10.532615784631325"
"Pt-12","true","23.97285400474581","20.19140301009321","3.5594236862766353","29.472499893813136","22.400437549260587","4.904272477249797"
"Pt-13","true","11.191405601442229","16.31225552537164","3.1360761540241953","18.561279378138636","16.743341685310025","5.245248118364625"
"Pt-14","true","16.46458973385326","34.60712764779364","10.29568738129339","20.73961240130573","34.38026858219233","10.740366181124838"
"Pt-15","true","14.506254458622706","33.14276381590842","6.9996821967791165","19.89619695513344","31.722844159386327","7.32723895647317"
"Pt-16","true","23.562900909409347","16.291344312342215","8.820656560988574","30.07165103403999","18.890962789413287","11.272746209095102"
"Pt-17","true","27.417132756594608","29.64903965124926","9.697938449655965","31.69717823213667","31.586094925522232","10.528589393426724"
"Pt-18","true","20.663849841541907","18.91201892151597","2.033271105233099","26.580109510283474","20.734549467499082","3.33195068308842"
"Pt-19","true","10.488858755024257","26.403707742108686","4.747800522285443","16.788707517329165","25.02182859364788","5.706639599411724"
"Pt-20","true","7.371300427822809","17.41964656279431","8.622048775616454","14.203691441092012","16.75264314155649","11.26920263310401"
"Pt-21","true","8.001188241434733","25.009654409169052","5.836410545236374","14.788338909925297","23.414096377380748","7.215424719341254"
"Pt-22","true","8.833388513759177","23.369113980506143","9.224797580926406","14.801480450354727","22.38343407737923","11.025216166407558"
